"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"635",635,"Employed","University","12","Man",12,"Master's degree","Poland","35-44 years old","European"
"636",636,"Employed","University","More than 50 years","Man",42,"Master's degree","United States of America","55-64 years old","Multiracial"
"637",637,"Employed","University","15","Man",3,"Bachelor degree","Germany","35-44 years old","European"
"638",638,"Employed","University","26","Man",16,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"641",641,"Employed","Other","20","Woman",10,"Doctoral degree","Germany","35-44 years old","Multiracial"
"644",644,"Employed","University","20","Man",15,"Bachelor degree","Canada","35-44 years old","Multiracial"
"646",646,"Employed","Bootcamp","10","Man",7,"Bachelor degree","Bangladesh","25-34 years old","Multiracial"
"648",648,"Employed","University","13","Man",10,"Bachelor degree","Romania","25-34 years old","European"
"653",653,"Employed","University","9","Man",6,"Other","Germany","25-34 years old","European"
"656",656,"Employed","University","21","Man",12,"Other","United States of America","35-44 years old","European"
"658",658,"Employed","University","9","Man",5,"Master's degree","Germany","25-34 years old","European"
"659",659,"Employed","University","12","Woman",2,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"661",661,"Employed","Bootcamp","12","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"664",664,"Employed","University","32","Man",23,"Bachelor degree","United States of America","35-44 years old","White"
"668",668,"Employed","University","20","Man",17,"Master's degree","Ukraine","35-44 years old","Multiracial"
"669",669,"Employed","University","11","Woman",6,"Master's degree","Maldives","25-34 years old","Multiracial"
"675",675,"Employed","University","17","Woman",10,"Master's degree","United States of America","35-44 years old","Asian"
"676",676,"Employed","University","30","Man",27,"Other","United States of America","45-54 years old","White"
"677",677,"Employed","University","17","Man",6,"Master's degree","Singapore","25-34 years old","Multiracial"
"683",683,"Employed","University","8","Man",3,"Secondary school","Dominican Republic","18-24 years old","Multiracial"
"685",685,"Employed","University","10","Man",4,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"690",690,"Employed","Online Course","9","Man",12,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"696",696,"Employed","University","5","Man",1,"Bachelor degree","Thailand","18-24 years old","Multiracial"
"699",699,"Employed","University","18","Man",11,"Bachelor degree","Germany","35-44 years old","European"
"702",702,"Employed","University","15","Man",10,"Master's degree","Russian Federation","25-34 years old","White"
"707",707,"Employed","University","25","Man",21,"Master's degree","United States of America","35-44 years old","Indian"
"708",708,"Employed","University","6","Man",2,"Bachelor degree","United States of America","18-24 years old","White"
"709",709,"Employed","University","14","Man",2,"Master's degree","United Kingdom of Great Britain and Northern Ireland","18-24 years old","Multiracial"
"710",710,"Employed","University","8","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"712",712,"Employed","Online Course","17","Man",15,"Bachelor degree","Germany","25-34 years old","European"
"722",722,"Employed","University","30","Man",30,"Master's degree","United States of America","55-64 years old","White"
"724",724,"Employed","University","12","Man",7,"Bachelor degree","Germany","25-34 years old","European"
"725",725,"Employed","Online Course","20","Man",6,"Other","United States of America","35-44 years old","White"
"727",727,"Employed","Online Course","13","Man",5,"Bachelor degree","Canada","18-24 years old","Multiracial"
"730",730,"Employed","Other","30","Man",25,"Associate degree","Hong Kong (S.A.R.)","35-44 years old","Multiracial"
"735",735,"Employed","University","12","Man",11,"Master's degree","United States of America","35-44 years old","Other"
"739",739,"Employed","University","9","Other",4,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"741",741,"Employed","University","13","Man",5,"Bachelor degree","United States of America","18-24 years old","White"
"747",747,"Employed","University","10","Man",5,"Master's degree","Romania","25-34 years old","Multiracial"
"750",750,"Employed","University","30","Man",22,"Associate degree","Spain","35-44 years old","Multiracial"
"752",752,"Employed","Online Course","17","Man",8,"Bachelor degree","Canada","25-34 years old","Multiracial"
"753",753,"Employed","University","10","Man",5,"Bachelor degree","Canada","25-34 years old","Multiracial"
"754",754,"Employed","Online Course","35","Man",35,"Other","Brazil","45-54 years old","Multiracial"
"755",755,"Employed","University","6","Man",1,"Master's degree","France","18-24 years old","Multiracial"
"757",757,"Employed","University","13","Other",9,"Doctoral degree","Spain","25-34 years old","Multiracial"
"760",760,"Employed","Online Course","4","Man",6,"Bachelor degree","United States of America","25-34 years old","White"
"761",761,"Employed","University","15","Man",10,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"762",762,"Other","University","17","Man",3,"Bachelor degree","Russian Federation","25-34 years old","Multiracial"
"763",763,"Employed","University","12","Man",8,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"764",764,"Employed","Online Course","14","Man",9,"Bachelor degree","United States of America","25-34 years old","Other"
"767",767,"Employed","Other","10","Other",3,"Other","Brazil","18-24 years old","Multiracial"
"768",768,"Employed","University","7","Man",4,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","18-24 years old","White"
"770",770,"Employed","University","20","Man",13,"Other","Austria","25-34 years old","Multiracial"
"775",775,"Employed","Online Course","10","Man",20,"Other","United Kingdom of Great Britain and Northern Ireland","45-54 years old","White"
"776",776,"Employed","Online Course","5","Man",2,"Other","United States of America","35-44 years old","White"
"778",778,"Employed","Online Course","13","Man",2,"Bachelor degree","Norway","25-34 years old","European"
"779",779,"Employed","Online Course","6","Man",1,"Bachelor degree","Switzerland","25-34 years old","European"
"780",780,"Employed","University","10","Man",4,"Master's degree","Austria","25-34 years old","White"
"781",781,"Employed","Online Course","12","Man",12,"Master's degree","United States of America","35-44 years old","White"
"782",782,"Employed","University","12","Man",6,"Bachelor degree","United States of America","25-34 years old","White"
"783",783,"Employed","Online Course","6","Man",2,"Bachelor degree","India","18-24 years old","Indian"
"784",784,"Employed","Online Course","9","Man",6,"Secondary school","Denmark","25-34 years old","Multiracial"
"785",785,"Employed","University","21","Man",10,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"787",787,"Employed","University","11","Man",10,"Bachelor degree","Sweden","25-34 years old","Multiracial"
"791",791,"Employed","University","8","Man",3,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","Multiracial"
"796",796,"Employed","University","24","Man",13,"Other","United States of America","35-44 years old","White"
"797",797,"Employed","Other","22","Man",9,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"799",799,"Employed","University","3","Man",3,"Bachelor degree","United States of America","18-24 years old","White"
"800",800,"Employed","Online Course","11","Man",6,"Other","Netherlands","25-34 years old","Multiracial"
"806",806,"Employed","Online Course","12","Man",12,"Bachelor degree","Czech Republic","35-44 years old","Multiracial"
"807",807,"Employed","University","14","Man",8,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"810",810,"Employed","Online Course","20","Man",22,"Secondary school","United Kingdom of Great Britain and Northern Ireland","35-44 years old","European"
"812",812,"Employed","University","39","Man",27,"Master's degree","Denmark","45-54 years old","European"
"817",817,"Employed","Online Course","10","Man",5,"Other","Thailand","25-34 years old","Multiracial"
"818",818,"Employed","University","31","Man",25,"Bachelor degree","United States of America","45-54 years old","Multiracial"
"820",820,"Employed","University","10","Man",4,"Bachelor degree","Germany","18-24 years old","European"
"821",821,"Employed","Bootcamp","7","Man",7,"Other","United States of America","35-44 years old","White"
"822",822,"Employed","Other","25","Man",11,"Bachelor degree","Denmark","35-44 years old","Multiracial"
"827",827,"Employed","Online Course","12","Man",7,"Professional degree","United States of America","35-44 years old","Multiracial"
"830",830,"Employed","University","20","Man",13,"Master's degree","Serbia","35-44 years old","European"
"833",833,"Employed","University","8","Man",1,"Master's degree","France","18-24 years old","European"
"834",834,"Employed","University","30","Man",20,"Doctoral degree","Sweden","35-44 years old","European"
"835",835,"Employed","University","10","Man",2,"Bachelor degree","Canada","18-24 years old","Multiracial"
"836",836,"Employed","Online Course","10","Man",2,"Bachelor degree","Canada","18-24 years old","Multiracial"
"839",839,"Employed","University","13","Man",10,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","White"
"840",840,"Employed","University","10","Man",5,"Bachelor degree","United States of America","25-34 years old","Multiracial"
